city,date,fare,ride_id
Lake Jeffreyland,6/4/16 19:38,34.28,2.19799E+12
Lake Jennaton,10/7/16 19:44,40.49,4.65553E+12
West Jefferyfurt,6/7/16 0:49,22.81,3.24233E+12
Port Johnstad,3/13/16 13:43,30.04,8.95298E+12
Alyssaberg,9/5/16 4:28,24.74,1.70231E+12
New Andreamouth,10/16/16 12:36,38.23,9.55469E+12
Russellport,6/28/16 12:09,6.52,7.63975E+12
Edwardsbury,1/8/16 6:41,28.75,6.5259E+11
Lake Jeffreyland,2/7/16 7:26,37.86,2.33025E+12
East Erin,9/8/16 17:48,23.31,6.03677E+12
Edwardsbury,5/9/16 15:54,37.34,3.97795E+11
Russellport,11/17/16 17:55,21.92,5.64274E+12
Travisville,4/15/16 12:13,15.03,8.1408E+12
West Brandy,1/4/16 23:48,7.01,8.67689E+12
South Roy,4/1/16 8:18,42.56,4.9137E+12
Sarabury,4/1/16 7:15,6.94,1.93122E+12
Yolandafurt,7/3/16 3:20,21.53,1.20465E+12
Williamshire,7/19/16 14:23,26.14,3.82062E+12
South Josephville,1/15/16 16:18,25.83,1.63705E+12
Port Josephfurt,2/29/16 14:49,42.45,3.38243E+11
Torresshire,10/20/16 19:17,16.64,6.2594E+12
Williamshire,3/5/16 3:54,22.03,7.57749E+12
New Andreamouth,10/26/16 13:34,34.01,2.63868E+12
Swansonbury,11/16/16 23:44,32.51,6.04308E+12
Kellershire,3/9/16 1:06,9,9.1976E+12
West Dawnfurt,6/1/16 8:15,30.05,9.31451E+12
New Jeffrey,11/6/16 23:32,18.1,8.77815E+12
Kelseyland,1/9/16 20:28,27.21,8.31363E+11
Mooreview,5/11/16 0:21,22.7,3.25732E+12
Davistown,10/10/16 6:48,33.06,9.12429E+12
Lake Jeffreyland,10/9/16 15:12,4.16,9.92774E+12
Pearsonberg,1/2/16 10:59,17.43,7.69202E+12
Port Johnstad,6/22/16 7:30,35.35,1.75163E+12
Arnoldview,6/8/16 14:23,33.23,2.5619E+12
Port Josephfurt,2/14/16 23:20,32.7,3.57723E+12
Port Josephfurt,9/25/16 4:47,18.85,4.54199E+11
Lisaville,12/5/16 1:52,44.61,2.44181E+12
West Oscar,10/8/16 16:18,25.35,4.00694E+12
Prattfurt,10/11/16 16:29,37.78,7.67907E+12
Swansonbury,3/24/16 17:14,7.17,2.32189E+12
West Sydneyhaven,4/7/16 10:14,8.88,3.2629E+12
Lake Stevenbury,10/3/16 0:41,14.32,7.74101E+12
Aprilchester,6/29/16 11:22,9.1,6.46673E+12
Lisatown,7/8/16 20:53,7.63,1.35635E+12
Maryside,10/1/16 5:58,11.2,7.63698E+11
Pamelahaven,5/8/16 11:55,21.15,3.91455E+12
East Douglas,5/21/16 9:59,11.48,5.77914E+11
Fosterside,7/9/16 18:28,37.65,4.26479E+12
Sarabury,11/23/16 3:08,37.17,9.14141E+12
Rodriguezburgh,8/21/16 23:47,13.49,4.67426E+12
West Brittanyton,9/17/16 8:14,29.53,6.643E+12
Travisville,9/25/16 3:51,39.45,2.44802E+12
Russellport,11/12/16 12:46,29.56,1.85096E+12
West Peter,7/13/16 17:29,20.53,5.57633E+12
Williamshire,1/26/16 16:52,41.72,8.89197E+12
New Aaron,5/26/16 6:44,39.93,5.06548E+11
Stewartview,3/30/16 10:06,15.35,3.00919E+12
South Roy,1/25/16 0:02,42.09,6.94043E+12
Alyssaberg,1/8/16 18:50,17.03,1.84174E+12
West Brandy,6/30/16 22:47,25.68,4.22429E+12
Lisatown,5/24/16 9:23,23.83,4.38019E+11
Kellershire,6/15/16 1:32,43.76,5.64965E+12
Zimmermanmouth,11/12/16 22:15,5.27,8.85933E+11
South Louis,5/5/16 13:22,25.15,6.97637E+12
East Erin,9/27/16 12:31,12.01,9.27778E+12
West Brandy,1/24/16 3:55,32.4,1.57088E+11
New Jeffrey,11/7/16 7:30,43.51,2.7079E+12
West Brittanyton,10/21/16 1:04,32.43,9.03271E+12
Lake Sarashire,5/3/16 17:43,32.53,1.72523E+12
West Oscar,5/2/16 15:06,7.42,1.34216E+12
South Louis,1/26/16 11:21,23.67,1.88796E+12
West Dawnfurt,3/22/16 0:46,16.97,9.15576E+12
Torresshire,10/5/16 13:00,9.6,8.44302E+12
New David,2/17/16 21:34,6.49,1.28497E+11
Lisaville,1/2/16 9:04,31.16,2.38666E+12
Russellport,10/5/16 14:04,17.69,5.16839E+12
Lisatown,1/10/16 4:34,17.05,3.62231E+12
Port Martinberg,7/2/16 14:51,25.02,2.74246E+12
Rodriguezburgh,11/23/16 11:12,20.32,7.88045E+12
South Josephville,4/4/16 16:33,25.69,1.13305E+12
Yolandafurt,9/27/16 15:31,21.79,6.13468E+11
Zimmermanmouth,8/21/16 5:53,40.95,5.67269E+12
Lake Jennaton,5/5/16 8:14,15.81,3.50701E+12
New Christine,3/1/16 12:45,38.17,1.33689E+12
Prattfurt,1/11/16 21:18,12.9,5.53009E+12
Pamelahaven,3/10/16 14:48,34.67,9.1438E+12
Pearsonberg,5/25/16 21:08,39.59,6.72321E+12
Kelseyland,7/22/16 19:28,35.71,1.23488E+12
South Bryanstad,9/11/16 5:26,34.58,9.54381E+12
West Oscar,10/26/16 13:38,9.57,5.58835E+11
Rodriguezburgh,6/30/16 14:48,35.86,3.60936E+12
New Andreamouth,2/22/16 18:51,11.92,5.78749E+12
Pamelahaven,10/13/16 15:13,21.09,2.35939E+12
New Jeffrey,4/17/16 1:14,6.14,8.59496E+12
Zimmermanmouth,10/21/16 4:10,24.69,9.50885E+12
Kelseyland,11/26/16 2:34,15.49,5.18781E+12
Stewartview,4/10/16 1:26,11.93,8.88706E+12
West Brittanyton,1/9/16 13:57,30.28,3.2289E+12
West Brittanyton,6/5/16 0:50,39.15,5.59227E+11
Mooreview,7/11/16 18:46,19.51,2.83564E+12
Smithhaven,9/3/16 11:34,13.05,2.35282E+12
Fosterside,9/3/16 1:10,13.37,8.85993E+12
Pearsonberg,2/16/16 17:47,8.7,5.92002E+12
South Roy,5/13/16 4:28,14.85,7.75586E+12
Port Johnstad,7/14/16 8:16,5.97,1.91059E+12
Yolandafurt,9/16/16 14:36,20.44,3.64922E+12
Pearsonberg,10/17/16 23:01,29.6,8.05833E+12
Sarabury,10/23/16 2:40,17.23,1.97798E+12
Port Martinberg,4/5/16 18:06,5.32,2.33826E+12
Port Johnstad,7/22/16 11:27,10.88,1.26125E+12
Carrollfort,10/1/16 4:18,12.76,2.38579E+12
Kimberlychester,11/12/16 3:56,21.25,1.90061E+12
Yolandafurt,8/4/16 23:06,36.08,9.89562E+12
Port Martinberg,4/3/16 12:48,37.88,4.96253E+12
Rodriguezburgh,3/11/16 11:58,42.88,9.13033E+12
South Louis,9/5/16 5:03,4.23,8.83952E+12
Pamelahaven,4/23/16 9:33,37.55,7.63249E+12
West Brittanyton,1/6/16 4:35,8.81,7.13642E+12
West Sydneyhaven,2/24/16 6:48,42.96,52775545231
South Louis,6/25/16 8:50,20.24,6.05527E+12
South Louis,5/16/16 9:42,18.15,8.3914E+12
New Maryport,7/1/16 10:14,27.13,3.82199E+11
Kellershire,7/27/16 23:00,43.87,4.03858E+12
New Christine,7/16/16 4:10,22.62,2.70932E+12
Davistown,4/11/16 20:10,17.32,8.39341E+12
New Aaron,5/11/16 23:11,41.39,6.35767E+12
Nguyenbury,1/23/16 11:39,39.29,2.34114E+12
Eriktown,10/1/16 16:31,14.5,5.34768E+12
Sandymouth,4/25/16 17:56,23.89,2.91226E+12
Aprilchester,5/16/16 2:36,18.11,5.41706E+12
Alvarezhaven,9/19/16 16:01,27.51,6.28267E+12
Alvarezhaven,5/16/16 15:33,6.45,8.93975E+12
Torresshire,9/23/16 14:32,41.2,4.02478E+12
Kellershire,5/26/16 2:37,20.39,1.8801E+12
Jacobfort,6/4/16 22:31,37.38,9.06008E+11
Edwardsbury,7/19/16 20:04,13.27,3.57109E+12
Antoniomouth,5/5/16 18:12,14.46,7.44681E+12
Nguyenbury,1/27/16 7:00,22.38,7.42543E+12
Lake Jeffreyland,4/13/16 21:40,22.48,3.58285E+12
East Douglas,8/1/16 1:21,28.37,4.5891E+12
Kimberlychester,11/24/16 8:36,12.55,5.581E+11
Williamshire,10/24/16 22:12,39.6,3.88239E+12
Port Martinberg,3/29/16 2:03,16,2.86066E+12
West Peter,8/25/16 12:03,41.98,8.60185E+12
Kellershire,11/20/16 16:46,22.01,4.36791E+12
Aprilchester,8/17/16 21:24,14.39,4.49094E+12
East Erin,5/18/16 20:48,12.13,1.26622E+12
Port Johnstad,11/1/16 20:52,41.09,9.0673E+12
South Bryanstad,9/16/16 9:02,25.82,5.2649E+12
Lake Jennaton,9/3/16 7:14,8.89,6.02395E+12
New Aaron,6/27/16 11:28,37.02,5.35599E+12
Lisatown,4/13/16 10:09,12.2,6.01716E+12
South Louis,7/15/16 7:48,24.84,4.99788E+12
Alvarezhaven,1/27/16 10:38,6.72,6.153E+12
West Jefferyfurt,7/23/16 13:10,24.4,6.11405E+12
West Jefferyfurt,2/3/16 0:54,5.8,4.39393E+12
Stewartview,10/10/16 6:20,13.9,4.00587E+12
West Brittanyton,7/7/16 13:33,24.27,9.33063E+12
Spencertown,11/22/16 10:05,4.79,2.72916E+12
New Jeffrey,9/22/16 23:52,21.44,8.76373E+12
New Aaron,9/30/16 9:45,35.26,4.76993E+12
South Bryanstad,11/16/16 22:51,13.58,3.69681E+12
Davidtown,4/12/16 21:45,30.19,9.02392E+12
Prattfurt,8/5/16 20:08,32.12,4.50658E+12
West Alexis,11/6/16 19:02,29.01,4.92447E+12
Sarabury,4/6/16 21:02,7.14,6.09636E+12
Antoniomouth,3/9/16 8:07,31.2,1.71206E+12
West Brandy,3/23/16 7:35,38.48,1.50672E+12
Fosterside,12/4/16 21:31,21.49,5.12874E+12
South Louis,11/22/16 15:34,35.27,3.62744E+12
Eriktown,9/6/16 7:01,41.11,8.99058E+12
Alvarezhaven,7/4/16 4:28,33.31,3.06054E+11
New David,5/25/16 7:40,24.32,7.7413E+12
Kimberlychester,11/19/16 9:53,25.99,1.49474E+11
Lisatown,8/7/16 23:07,15.09,6.0984E+12
East Erin,4/30/16 11:04,9.34,6.03778E+12
Port James,12/4/16 6:16,15.77,2.2595E+12
New Samanthaside,6/5/16 14:36,39.38,3.64787E+12
Port Alexandria,7/29/16 9:30,24.86,2.96296E+12
Lake Brenda,8/26/16 3:07,20.97,5.23198E+12
Campbellport,3/2/16 9:59,41.53,5.95697E+12
Rodriguezview,1/28/16 6:54,28.01,2.55355E+12
New Brandonborough,5/21/16 12:30,27.03,5.9501E+12
Port Jose,6/16/16 0:12,49.23,5.24406E+12
West Paulport,10/1/16 0:42,32.71,1.53921E+12
West Tony,9/18/16 10:26,23.83,2.02958E+12
North Tara,11/23/16 7:44,31.8,9.21597E+11
West Tony,8/27/16 8:35,27.11,6.36921E+12
Campbellport,3/30/16 5:26,47.2,3.82203E+12
South Shannonborough,2/11/16 19:51,13.52,3.7958E+12
North Tara,11/14/16 17:35,20.8,1.02984E+12
Thomastown,6/16/16 18:15,21.39,1.98716E+12
South Shannonborough,3/20/16 15:01,19.89,3.84587E+12
South Gracechester,4/14/16 10:02,48.86,1.95728E+12
Jeffreyton,11/10/16 22:40,19.64,7.10888E+12
New Jessicamouth,1/9/16 9:30,18.95,2.89593E+12
Clarkstad,7/15/16 16:34,44.96,5.85847E+12
New Jessicamouth,11/3/16 10:35,38.79,7.40553E+11
Johnland,6/10/16 14:01,15.35,6.01003E+12
West Tony,1/28/16 21:44,39.15,1.03875E+12
Rodriguezview,10/16/16 0:30,26.03,1.28791E+12
New Samanthaside,7/12/16 21:06,36.77,5.14783E+11
Kyleton,1/22/16 12:02,30.96,8.74847E+12
Johnland,7/20/16 0:13,39.87,6.4305E+12
Anitamouth,1/3/16 16:21,43.54,2.47301E+12
Port Alexandria,11/14/16 9:13,13.62,5.2948E+12
Port Michelleview,3/7/16 8:29,39.84,3.86599E+12
Jeffreyton,8/29/16 19:38,40.59,8.07432E+12
New Samanthaside,9/1/16 16:40,25.63,3.61897E+12
New Lynn,4/26/16 13:23,25.08,7.93944E+12
Paulfort,6/16/16 6:23,26.42,4.5788E+11
Lake Brenda,3/23/16 2:36,17.03,5.82851E+12
West Pamelaborough,6/5/16 11:12,15.28,1.22201E+12
Port James,5/16/16 21:25,26.26,4.05111E+12
Port James,1/4/16 22:46,20.25,3.99476E+12
West Pamelaborough,11/11/16 17:09,35.66,8.866E+12
Kyleton,3/25/16 4:31,42.69,4.23697E+12
Port James,1/27/16 19:25,21.86,2.43383E+12
East Jenniferchester,1/30/16 9:35,22.29,8.4954E+12
Carrollbury,5/9/16 3:12,25,4.85796E+11
Webstertown,5/9/16 12:29,26.06,8.48496E+11
Conwaymouth,10/14/16 3:11,46.57,7.7273E+11
Conwaymouth,9/29/16 22:24,43.1,3.9208E+11
New Samanthaside,8/17/16 19:09,28.05,3.54587E+12
Jasonfort,11/6/16 9:45,29.92,7.7807E+12
Port James,5/30/16 15:35,38.05,4.24463E+11
New Brandonborough,4/26/16 19:15,27.95,7.2736E+12
West Evan,8/9/16 2:20,39.26,2.35087E+12
Webstertown,10/14/16 2:13,46.43,5.70621E+12
New Jessicamouth,10/16/16 15:52,44.09,3.99214E+12
Paulfort,1/7/16 5:55,43.87,1.01036E+12
Jeffreyton,10/24/16 6:36,27.55,5.01337E+12
New Samanthaside,5/19/16 15:25,49.72,7.38079E+12
Sarahview,1/24/16 1:34,21.42,4.35098E+12
South Jennifer,10/5/16 12:22,39.24,1.14827E+12
Thomastown,11/12/16 23:53,34.85,8.52909E+12
South Jennifer,11/7/16 5:30,18.97,2.87137E+12
Floresberg,7/3/16 11:24,18.21,4.09857E+12
New Jessicamouth,9/15/16 12:09,26.41,8.45946E+12
Williamchester,8/28/16 17:40,30.72,8.20382E+12
West Pamelaborough,2/27/16 18:49,44.51,3.19948E+12
West Tony,4/30/16 22:02,19.88,6.06026E+11
Williamchester,9/10/16 19:11,41.04,4.38398E+12
Johnland,5/27/16 16:22,25.94,3.15541E+12
Port Jose,4/22/16 8:46,19.74,9.50684E+11
New Lynn,5/21/16 4:28,18.32,4.07938E+11
Port Michelleview,9/13/16 10:15,15.77,2.90611E+12
Martinmouth,10/1/16 16:59,15.78,7.25395E+12
New Samanthaside,5/22/16 4:11,33.72,7.63922E+12
Rodriguezview,5/21/16 2:13,44.16,4.21844E+12
Johnland,9/20/16 10:51,31.94,4.79695E+12
New Brandonborough,8/21/16 17:10,47.12,3.54053E+11
Jeffreyton,7/15/16 12:47,33.16,9.36995E+12
Webstertown,2/7/16 20:42,48.44,8.38156E+12
Johnland,7/23/16 20:37,24.86,8.8908E+12
Port James,6/5/16 2:06,14.67,9.5836E+12
Sarahview,9/27/16 14:09,30.98,3.35446E+12
Thomastown,8/28/16 5:02,12.33,2.76829E+11
Kyleton,3/8/16 1:12,35.19,2.6818E+12
South Jennifer,6/29/16 13:25,12.45,2.42517E+12
Lake Brenda,4/10/16 6:47,46.13,7.67316E+12
North Tara,9/18/16 4:02,14.46,4.92863E+12
Jeffreyton,7/5/16 19:18,28.63,4.56737E+11
New Samanthaside,9/4/16 1:09,46.22,7.96928E+12
Lake Brenda,4/4/16 10:48,15,1.88716E+12
Port Jose,8/31/16 16:10,43.44,3.06581E+11
Clarkstad,6/20/16 22:14,15.69,8.07174E+12
Port Guytown,5/23/16 23:19,23.37,2.89583E+12
West Evan,4/5/16 16:12,12.92,2.97759E+12
Thomastown,4/24/16 11:36,13.48,6.39773E+12
Port Guytown,8/17/16 5:04,24.07,4.32467E+12
East Jenniferchester,4/22/16 0:41,37.62,6.19742E+12
Port Michelleview,6/10/16 15:07,22.27,3.65369E+12
New Cindyborough,9/25/16 16:34,35.8,3.88017E+12
South Shannonborough,11/25/16 17:40,25.58,7.06188E+12
Thomastown,9/26/16 6:29,18.97,85030914220
East Jenniferchester,6/13/16 19:28,15.6,5.58277E+12
Port Alexandria,8/16/16 17:42,47.71,3.64037E+12
Johnland,3/13/16 20:41,31.01,7.26631E+12
Port Guytown,11/1/16 15:12,24.69,5.72959E+12
South Gracechester,10/9/16 20:53,38.01,9.53353E+12
New Cindyborough,8/18/16 13:22,25.48,7.84774E+12
Sarahview,8/15/16 8:03,48.07,7.85853E+12
New Cindyborough,4/16/16 8:49,31.24,7.26573E+11
South Shannonborough,7/17/16 18:36,14.33,6.59037E+12
Anitamouth,6/1/16 22:47,27.44,1.5523E+12
East Jenniferchester,7/14/16 15:33,34.73,4.81043E+12
New Lynn,8/19/16 22:01,34.17,6.16383E+12
South Jennifer,6/6/16 19:55,17.89,8.53743E+12
West Paulport,7/14/16 14:16,42.78,3.1265E+12
New Lynn,11/27/16 22:50,29.71,4.20531E+12
Kyleton,11/8/16 20:18,22.28,2.49199E+11
Port Jose,6/6/16 6:13,27.74,5.01566E+12
Port Guytown,9/19/16 12:07,46.84,2.93012E+12
Port Michelleview,6/15/16 2:16,26.18,4.44664E+12
Campbellport,11/17/16 7:00,24.17,9.07715E+12
Paulfort,5/22/16 13:33,39.37,5.35321E+12
West Evan,7/25/16 18:46,40.65,6.28846E+12
South Jennifer,7/25/16 8:16,45.26,3.55507E+12
Port Guytown,4/19/16 23:46,24.2,7.87807E+12
New Michelleberg,11/17/16 19:04,27.33,4.78662E+12
Rodriguezview,11/26/16 16:39,25.1,7.21376E+12
East Jenniferchester,11/21/16 17:26,39.17,9.39427E+12
Williamchester,5/6/16 2:59,31.91,5.3627E+12
Rodriguezview,8/25/16 9:46,36.38,2.49993E+12
Thomastown,2/3/16 6:17,41.24,4.01562E+12
New Lynn,8/30/16 13:21,25.79,5.19187E+12
Kyleton,9/23/16 20:14,33.83,1.46108E+12
South Shannonborough,11/25/16 4:23,44.67,2.35371E+11
Port James,1/5/16 5:44,26.3,4.03358E+12
Port Jose,3/23/16 8:35,35.35,4.83565E+12
West Evan,1/10/16 9:49,40.85,8.25678E+12
Campbellport,6/15/16 20:20,46.98,6.39061E+12
Kyleton,11/20/16 8:43,24.84,6.71094E+11
Port Alexandria,1/9/16 6:20,17.09,6.41463E+12
Webstertown,5/8/16 9:30,12.17,9.39778E+12
Clarkstad,8/14/16 21:01,34.01,4.18063E+12
Jeffreyton,6/30/16 13:38,29,9.60841E+12
South Jennifer,11/23/16 17:09,25.01,6.98699E+12
Kyleton,6/29/16 22:54,40.12,2.11876E+12
Paulfort,7/24/16 14:55,29.91,1.50412E+11
North Tara,8/10/16 1:31,26.76,1.96627E+12
Jasonfort,4/13/16 11:32,38.57,9.21122E+12
Johnland,11/21/16 0:48,42.16,4.68022E+12
Clarkstad,6/23/16 10:01,18.12,8.61807E+12
West Pamelaborough,2/6/16 20:38,45,7.11632E+12
Rodriguezview,1/30/16 5:13,16.08,5.89668E+12
North Tracyfort,5/7/16 11:43,19.69,4.57362E+12
Port James,4/24/16 17:14,22.79,4.8533E+12
Floresberg,2/27/16 21:59,46.02,6.69238E+11
Jeffreyton,7/16/16 13:08,49.34,9.07735E+12
West Paulport,2/16/16 2:32,15.82,4.21237E+12
Port Guytown,3/7/16 10:07,26.48,9.5728E+12
Rodriguezview,1/15/16 23:03,34.6,7.24257E+12
West Tony,5/25/16 6:30,16.12,7.60512E+12
Port Guytown,7/9/16 13:57,39.84,9.14106E+12
Kyleton,1/10/16 22:38,29.23,5.18996E+12
North Tracyfort,9/21/16 1:28,40.54,2.57786E+12
Port Jose,1/8/16 17:03,44.39,7.71891E+12
West Tony,1/24/16 2:58,24.34,8.75564E+12
Jeffreyton,3/21/16 10:00,42.94,6.0804E+12
Johnland,10/29/16 11:10,48.46,9.11283E+12
Conwaymouth,4/14/16 11:33,15.59,3.95537E+12
West Paulport,11/11/16 12:05,32.18,4.53417E+12
Martinmouth,9/13/16 5:50,39.92,1.55794E+11
Port Jose,11/12/16 21:20,22.23,5.18627E+12
Tiffanyton,3/18/16 22:23,27.56,9.11121E+12
Anitamouth,1/29/16 20:03,41.74,4.54764E+12
New Michelleberg,6/21/16 15:52,31.77,2.82157E+12
Thomastown,10/28/16 20:46,48.63,4.7941E+12
Martinmouth,11/7/16 0:57,24.76,2.09075E+12
New Cindyborough,5/29/16 2:25,48.76,8.94939E+12
Floresberg,1/25/16 0:12,37.13,9.49364E+11
East Jenniferchester,1/9/16 8:16,19.43,3.14054E+12
West Pamelaborough,11/15/16 4:57,39.43,9.91767E+12
Port Alexandria,5/11/16 17:15,38.47,7.18937E+12
New Samanthaside,4/17/16 15:18,22.32,6.17328E+11
West Tony,5/16/16 7:56,21.18,4.4053E+12
Kyleton,7/30/16 17:11,35.13,2.76483E+12
Port James,4/2/16 8:25,32.73,5.46289E+12
Conwaymouth,2/2/16 5:02,33.01,5.96763E+12
North Tracyfort,11/24/16 21:37,24.57,2.53795E+12
West Paulport,6/16/16 9:17,25.54,2.29288E+12
Jasonfort,10/15/16 3:31,21.43,5.37394E+12
Sarahview,1/19/16 13:53,43.51,5.71076E+12
Johnland,2/4/16 17:52,15.91,1.87428E+12
Port Alexandria,10/13/16 3:59,33.28,1.05217E+12
Port Alexandria,9/30/16 6:44,21.51,4.85202E+12
Sarahview,8/29/16 20:57,19.14,9.52469E+12
Floresberg,4/16/16 6:43,37.54,1.70016E+12
Kyleton,4/18/16 23:04,45.73,4.80471E+12
Lake Brenda,4/4/16 15:00,43.37,9.96903E+12
New Brandonborough,4/18/16 15:33,36.79,4.70596E+12
New Lynn,6/14/16 20:08,37.84,3.8199E+12
West Pamelaborough,1/14/16 10:14,28.57,1.47672E+12
Port Michelleview,6/15/16 9:49,15.86,5.82422E+12
Jasonfort,9/19/16 16:12,47.02,8.67508E+12
West Evan,10/12/16 3:10,14.71,9.92295E+12
Webstertown,6/29/16 21:08,38.73,5.51114E+12
New Brandonborough,3/6/16 19:39,45.81,7.87519E+12
West Pamelaborough,3/16/16 1:34,15.15,1.72091E+12
Conwaymouth,6/1/16 5:46,12.72,3.51564E+12
Carrollbury,6/9/16 5:04,49.47,6.17205E+11
West Evan,7/18/16 15:02,12.64,5.27357E+12
New Brandonborough,9/3/16 15:42,29.58,5.25162E+12
Johnland,4/26/16 2:04,44.69,5.84592E+12
Port James,6/10/16 7:17,44.75,7.27818E+11
Jasonfort,5/10/16 11:11,26.6,7.21039E+12
West Tony,11/23/16 3:39,19.09,2.27811E+12
Port James,2/7/16 12:25,40.07,7.69531E+12
Lake Brenda,8/3/16 2:55,28.66,9.85272E+12
Rodriguezview,4/13/16 15:37,42.79,3.46392E+12
New Jessicamouth,6/26/16 9:05,26.17,1.45593E+12
North Tara,6/6/16 1:12,42.16,4.29163E+12
Paulfort,8/26/16 19:52,26.99,5.56329E+12
Port James,1/11/16 23:27,39.66,7.93627E+12
New Brandonborough,9/24/16 5:27,46.86,7.31731E+12
West Pamelaborough,1/27/16 0:09,49.48,4.49145E+12
New Jessicamouth,10/1/16 17:03,19.72,2.11023E+12
Floresberg,6/13/16 3:18,35.33,1.13474E+12
Lake Brenda,7/14/16 19:37,33.61,6.64436E+12
Sarahview,1/1/16 6:02,32.92,1.48805E+12
Jasonfort,10/4/16 12:19,12.46,5.64599E+12
Campbellport,2/1/16 21:28,40.34,2.6563E+12
New Samanthaside,4/23/16 6:36,30.86,7.62485E+12
Tiffanyton,7/12/16 10:50,26.13,2.83064E+11
Port Alexandria,3/16/16 12:26,13.32,6.67758E+12
New Lynn,3/23/16 18:39,27.2,2.01907E+12
New Samanthaside,11/26/16 0:34,48.8,4.42827E+12
New Cindyborough,3/20/16 19:51,13.52,9.38013E+12
Port James,1/10/16 23:39,32.32,4.22445E+12
Sarahview,7/19/16 19:09,25.19,4.38443E+12
West Paulport,9/28/16 15:40,43.63,3.17017E+12
New Brandonborough,9/8/16 6:20,37.15,7.65868E+12
Webstertown,2/6/16 9:12,28.23,7.02835E+11
West Paulport,9/24/16 16:31,40.24,1.96863E+12
New Samanthaside,7/27/16 10:11,31.22,1.79846E+12
West Pamelaborough,7/4/16 2:16,20.09,3.41374E+11
Port Michelleview,7/17/16 4:14,31.4,8.69277E+11
Jasonfort,9/14/16 0:49,22.68,8.35998E+11
Webstertown,6/2/16 21:04,37.6,1.67479E+12
Carrollbury,5/20/16 6:12,35.33,73368831241
South Gracechester,1/11/16 3:37,26.3,5.2174E+12
Port Guytown,6/25/16 10:47,48.36,7.5194E+12
Kyleton,4/5/16 10:57,16.34,4.12135E+12
East Cherylfurt,8/2/16 14:26,36.94,6.77634E+12
West Tony,4/10/16 11:36,36.47,7.93808E+12
Campbellport,1/5/16 14:05,25.05,8.33022E+12
West Paulport,2/11/16 3:33,33.09,6.20817E+12
West Paulport,10/15/16 4:14,36.91,9.561E+12
Rodriguezview,7/20/16 18:34,43.14,2.61331E+11
Johnland,1/3/16 6:46,19.42,5.72446E+12
Port Alexandria,4/9/16 5:03,17.17,1.18263E+12
West Tony,4/23/16 3:04,34.79,7.35011E+12
Port Michelleview,9/26/16 6:06,28.09,9.60617E+12
Thomastown,11/2/16 10:05,43.53,3.94277E+12
Kyleton,10/2/16 3:27,22.79,3.5731E+12
Rodriguezview,11/8/16 18:32,26.39,1.85499E+12
Carrollbury,3/21/16 17:31,20.26,7.94805E+12
Lake Brenda,11/22/16 20:33,42.33,6.2906E+12
New Brandonborough,8/1/16 10:57,16.47,1.76485E+12
Anitamouth,9/21/16 12:36,46.36,2.18154E+12
New Lynn,11/23/16 21:46,22.68,3.43134E+12
Webstertown,3/6/16 7:35,27.52,5.04988E+12
Jeffreyton,9/12/16 21:04,43.5,3.48714E+12
New Michelleberg,4/26/16 2:49,18.74,3.75501E+12
Kyleton,1/28/16 1:49,38.78,6.96408E+12
New Brandonborough,10/1/16 20:47,33.72,1.33677E+11
Thomastown,7/18/16 22:41,32.03,8.19724E+12
Port Michelleview,6/20/16 16:18,35.97,4.84375E+11
Port Alexandria,11/25/16 3:09,12.79,8.57819E+12
New Samanthaside,6/22/16 13:59,21.23,21811557354
East Cherylfurt,3/17/16 3:20,20.09,2.48591E+12
Campbellport,10/6/16 8:51,46.45,3.13604E+12
Jasonfort,7/20/16 22:23,34.42,9.78964E+12
Port James,5/16/16 2:53,46.22,9.52147E+12
East Jenniferchester,2/5/16 6:13,48.65,5.25078E+12
Rodriguezview,3/20/16 20:58,35.14,4.83806E+12
West Tony,1/12/16 5:13,48.54,6.18078E+12
West Paulport,3/8/16 10:13,24.14,1.51455E+12
Rodriguezview,4/17/16 21:46,45.95,8.88616E+12
East Cherylfurt,4/15/16 23:16,20.2,1.769E+12
Clarkstad,5/13/16 0:04,30.18,9.73878E+12
Johnland,8/9/16 23:50,37.69,2.15236E+12
Johnland,5/29/16 6:19,17.89,5.60349E+12
Thomastown,9/26/16 4:13,33.38,71844197683
Port Jose,10/17/16 5:13,22.91,2.63106E+12
Conwaymouth,6/7/16 9:41,34.14,6.46235E+12
East Jenniferchester,2/12/16 23:17,49.09,8.68804E+12
New Samanthaside,7/25/16 17:46,24.1,6.79531E+12
East Jenniferchester,4/9/16 8:41,27.93,5.7346E+12
Port Jose,7/6/16 4:26,19.83,4.11848E+12
Port Jose,1/15/16 10:56,25.69,9.39676E+12
East Jenniferchester,7/20/16 14:28,30.19,9.30089E+12
Campbellport,11/30/16 16:00,20.34,7.51995E+12
Port James,5/7/16 22:05,21.35,7.33278E+12
East Cherylfurt,5/2/16 5:19,31.67,5.63548E+12
Paulfort,5/27/16 17:21,22.46,3.68359E+12
Floresberg,3/29/16 2:26,34.4,9.52243E+12
Port Michelleview,3/14/16 13:45,22.59,5.4153E+12
Paulfort,2/11/16 21:34,16.38,3.94164E+12
South Gracechester,7/26/16 11:37,23.7,3.53578E+12
South Shannonborough,5/8/16 12:58,41.16,5.06466E+12
Conwaymouth,4/29/16 12:06,46.07,3.45848E+11
